name, type, manufacturer, barcode, price
Sparkling Water,Food,Bosch,1246044636,104.17228937149048
Energy Drink,Personal Gadget,Bosch,1075102981,374.69202280044556
Soda,Personal Gadget,Bosch,1018608729,410.245418548584
Root Beer,Home Supplies,Bosch,1730578171,950.8624076843262
Juice,Office Supplies,Bosch,1267435193,369.68380212783813
Toilet Paper,Home Appliances,Bosch,1645482389,48.36082458496094
Tooth Brush,Food,Bosch,1657066226,135.44487953186035
Mouthwash,Food,Bosch,1893208144,475.8167266845703
Toothpaste,Home Supplies,Bosch,1342657171,557.3428869247437
Soap,Personal Gadget,Bosch,1152715975,984.6893548965454
Shampoo,Personal Gadget,Bosch,1008903286,331.77661895751953
Shower Gel,Home Appliances,Bosch,1297975873,681.6627979278564
Dish Soap,Office Supplies,Bosch,1940466942,844.8455333709717
Towels,Office Supplies,Bosch,1029603249,41.19396209716797
Cutlery,Food,Bosch,1384498674,892.0779824256897
Sanitizer,Home Appliances,Bosch,1530773835,307.5329661369324
Laundry Detergent,Home Supplies,Bosch,1960478700,310.64432859420776
Fabric Softener,Office Supplies,Bosch,1325703529,386.95549964904785
Dishwasher,Home Supplies,Bosch,1749134915,495.40138244628906
Refrigerator,Personal Gadget,Bosch,1470612290,370.21148204803467
TV,Food,Bosch,1795346560,410.4851484298706
Sound System,Home Appliances,Bosch,1110446291,409.6865653991699
Microwave,Food,Bosch,1200071286,378.62807512283325
Oven,Food,Bosch,1376621679,450.99878311157227
Electric Kettle,Food,Bosch,1379413239,909.2474579811096
Coffee Maker,Home Appliances,Bosch,1809218611,8.347272872924805
Heater,Office Supplies,Bosch,1826582827,595.0778126716614
Humidifier,Office Supplies,Bosch,1579555648,828.6504149436951
Gaming Console,Personal Gadget,Bosch,1231912227,600.273072719574
Pen,Home Supplies,Bosch,1024705626,541.2375926971436
Pencil,Food,Bosch,1770134588,118.17824840545654
Notepad,Office Supplies,Bosch,1533684846,695.6033110618591
Sticky Notes,Food,Bosch,1941287328,985.1866960525513
Calendar,Home Appliances,Bosch,1935800202,485.62711477279663
Planner,Personal Gadget,Bosch,1505961896,192.20173358917236
Highlighter,Personal Gadget,Bosch,1915635211,808.959424495697
Sharpener,Personal Gadget,Bosch,1756919591,584.2832922935486
Notebook,Personal Gadget,Bosch,1937686258,557.3658347129822
Journal,Home Supplies,Bosch,1852678867,532.2726964950562
Diary,Personal Gadget,Bosch,1918639037,448.20743799209595
Printer,Home Appliances,Bosch,1955528856,700.8765935897827
Trashcan,Home Supplies,Bosch,1789239606,637.5520825386047
Chair,Office Supplies,Bosch,1983139141,332.29511976242065
Tape,Office Supplies,Bosch,1883830651,478.41697931289673
Eraser,Personal Gadget,Bosch,1431743080,272.57460355758667
Iphone X,Home Supplies,LG,1167679336,358.2172393798828
Ipad Pro,Office Supplies,LG,1757624141,552.1426796913147
Macbook Pro,Personal Gadget,LG,1934632942,650.6515145301819
XPS 13,Office Supplies,LG,1525805255,908.2659482955933
Noise Cancelling Series 2,Home Supplies,LG,1195441339,610.1192235946655
Inspiron,Home Supplies,LG,1029536134,624.4025230407715
Macbook Air,Home Appliances,LG,1335945130,10.600924491882324
Chips,Personal Gadget,LG,1446115042,331.67511224746704
Milk,Personal Gadget,LG,1200535297,553.1190633773804
Yoghurt,Food,LG,1184124268,546.1558699607849
Cheese,Food,LG,1886755535,431.9440722465515
Chicken Breast,Home Supplies,LG,1770277402,230.65996170043945
Frozen Pizza,Home Appliances,LG,1699185004,933.2492351531982
Bagels,Office Supplies,LG,1062373960,302.726149559021
Bread,Food,LG,1772968362,842.7097797393799
Cookies,Home Supplies,LG,1415558657,946.0003972053528
Sparkling Water,Personal Gadget,LG,1348341006,640.4629349708557
Energy Drink,Food,LG,1595041459,708.0198526382446
Soda,Personal Gadget,LG,1956646265,670.9110736846924
Root Beer,Home Appliances,LG,1158125590,524.2425799369812
Juice,Office Supplies,LG,1405694212,477.1891236305237
Toilet Paper,Home Supplies,LG,1925916380,40.030598640441895
Tooth Brush,Personal Gadget,LG,1358535704,399.98626708984375
Mouthwash,Home Appliances,LG,1250170870,406.2373638153076
Toothpaste,Office Supplies,LG,1056107006,50.197720527648926
Soap,Personal Gadget,LG,1538747509,300.2716302871704
Shampoo,Home Appliances,LG,1802654892,895.0887322425842
Shower Gel,Home Supplies,LG,1935003639,426.3293743133545
Dish Soap,Home Supplies,LG,1815918895,546.915590763092
Towels,Home Supplies,LG,1918867977,532.3494672775269
Cutlery,Personal Gadget,LG,1934889920,338.0237817764282
Sanitizer,Home Appliances,LG,1692411770,856.7243218421936
Laundry Detergent,Office Supplies,LG,1110371465,912.2136235237122
Fabric Softener,Home Supplies,LG,1578407848,397.5834250450134
Dishwasher,Home Supplies,LG,1101956553,191.63966178894043
Refrigerator,Home Appliances,LG,1860077549,947.382926940918
TV,Home Appliances,LG,1034437342,602.820098400116
Sound System,Home Appliances,LG,1853083414,124.52411651611328
Microwave,Personal Gadget,LG,1482751452,603.7378311157227
Oven,Home Supplies,LG,1871556579,783.859133720398
Electric Kettle,Home Appliances,LG,1253626737,663.898229598999
Coffee Maker,Home Supplies,LG,1738904786,24.417340755462646
Heater,Personal Gadget,LG,1601028833,56.07438087463379
Humidifier,Personal Gadget,LG,1727304774,313.82155418395996
Gaming Console,Personal Gadget,LG,1978883870,345.95656394958496
Pen,Home Supplies,LG,1178743696,996.1061477661133
Pencil,Home Supplies,LG,1716503753,865.7830953598022
Notepad,Personal Gadget,LG,1472466319,77.56644487380981
Sticky Notes,Food,LG,1958475024,860.1468801498413
Calendar,Home Supplies,LG,1631556252,831.5587639808655
Planner,Office Supplies,LG,1490896894,354.55912351608276
Highlighter,Home Appliances,LG,1393610562,518.6524987220764
Sharpener,Home Supplies,LG,1469808953,156.13394975662231
Notebook,Food,LG,1461156222,677.1551370620728
Journal,Office Supplies,LG,1756099678,115.19747972488403
Diary,Food,LG,1366333826,747.8551268577576
Printer,Home Appliances,LG,1365419249,799.1071343421936
Trashcan,Personal Gadget,LG,1666786046,706.0608863830566
Chair,Personal Gadget,LG,1173552840,825.5918622016907
Tape,Home Appliances,LG,1286617484,286.96179389953613
Eraser,Personal Gadget,LG,1329877495,121.13374471664429
Iphone X,Home Appliances,Phillips,1744334581,913.4624004364014
Ipad Pro,Office Supplies,Phillips,1067095462,487.0544672012329
Macbook Pro,Personal Gadget,Phillips,1801060942,628.4974217414856
XPS 13,Personal Gadget,Phillips,1638195323,826.9398212432861
Noise Cancelling Series 2,Office Supplies,Phillips,1014902102,959.1310024261475
Inspiron,Personal Gadget,Phillips,1735955703,796.8263030052185
Macbook Air,Home Supplies,Phillips,1614584456,413.2903814315796
Chips,Home Supplies,Phillips,1871311782,145.3344225883484
Milk,Food,Phillips,1586514239,150.73251724243164
Yoghurt,Personal Gadget,Phillips,1110218329,603.9052605628967
Cheese,Food,Phillips,1498923331,649.8606204986572
Chicken Breast,Personal Gadget,Phillips,1240552458,434.8774552345276
Frozen Pizza,Home Supplies,Phillips,1225138882,986.4896535873413
Bagels,Home Appliances,Phillips,1698018306,42.826950550079346
Bread,Home Supplies,Phillips,1751211443,677.9294013977051
Cookies,Home Supplies,Phillips,1400485313,876.0241270065308
Sparkling Water,Home Supplies,Phillips,1802760666,157.25356340408325
Energy Drink,Home Appliances,Phillips,1391873975,991.7913675308228
Soda,Food,Phillips,1259179116,512.923538684845
Root Beer,Home Appliances,Phillips,1888387124,511.8609666824341
Juice,Office Supplies,Phillips,1663120185,545.7345247268677
Toilet Paper,Office Supplies,Phillips,1850986962,959.5351815223694
Tooth Brush,Office Supplies,Phillips,1517966117,799.164891242981
Mouthwash,Office Supplies,Phillips,1618573901,435.6820583343506
Toothpaste,Office Supplies,Phillips,1199825898,554.5870065689087
Soap,Food,Phillips,1857000352,369.6094751358032
Shampoo,Home Appliances,Phillips,1913277814,846.5073704719543
Shower Gel,Personal Gadget,Phillips,1181137543,366.0365343093872
Dish Soap,Home Supplies,Phillips,1176898636,45.240044593811035
Towels,Office Supplies,Phillips,1252620828,481.2278747558594
Cutlery,Office Supplies,Phillips,1336588875,128.50362062454224
Sanitizer,Food,Phillips,1047169850,198.51088523864746
Laundry Detergent,Home Supplies,Phillips,1838410035,275.80952644348145
Fabric Softener,Home Appliances,Phillips,1815673891,862.6096844673157
Dishwasher,Food,Phillips,1730325267,179.75389957427979
Refrigerator,Office Supplies,Phillips,1166344513,378.3935308456421
TV,Home Supplies,Phillips,1651728010,489.1234040260315
Sound System,Home Appliances,Phillips,1695576539,415.7503843307495
Microwave,Food,Phillips,1474432148,45.910656452178955
Oven,Food,Phillips,1857766112,99.50041770935059
Electric Kettle,Home Supplies,Phillips,1607983521,220.83675861358643
Coffee Maker,Personal Gadget,Phillips,1844874254,440.8079981803894
Heater,Home Appliances,Phillips,1620461535,311.88100576400757
Humidifier,Food,Phillips,1341285128,401.8247127532959
Gaming Console,Home Supplies,Phillips,1363724813,972.8091359138489
Pen,Home Appliances,Phillips,1215404810,123.80433082580566
Pencil,Home Supplies,Phillips,1855290574,262.09133863449097
Notepad,Home Appliances,Phillips,1734016037,214.3048644065857
Sticky Notes,Office Supplies,Phillips,1149326946,628.3611059188843
Calendar,Home Appliances,Phillips,1356814221,133.09484720230103
Planner,Personal Gadget,Phillips,1733807312,911.2478494644165
Highlighter,Food,Phillips,1845585378,268.8900828361511
Sharpener,Food,Phillips,1292575242,873.7230896949768
Notebook,Personal Gadget,Phillips,1454565037,718.0718779563904
Journal,Home Appliances,Phillips,1158378001,484.8467707633972
Diary,Office Supplies,Phillips,1645675399,598.2134342193604
Printer,Personal Gadget,Phillips,1409944252,933.9345693588257
Trashcan,Personal Gadget,Phillips,1775240725,817.82066822052
Chair,Office Supplies,Phillips,1302635732,425.759494304657
Tape,Home Supplies,Phillips,1848718005,21.565735340118408
Eraser,Food,Phillips,1803443717,131.64669275283813
Iphone X,Home Appliances,Samsung,1948864266,207.95798301696777
Ipad Pro,Home Appliances,Samsung,1178107912,156.53622150421143
Macbook Pro,Home Appliances,Samsung,1663132794,622.49755859375
XPS 13,Food,Samsung,1367505864,133.72766971588135
Noise Cancelling Series 2,Personal Gadget,Samsung,1511113183,640.6396627426147
Inspiron,Home Supplies,Samsung,1824425311,636.6443037986755
Macbook Air,Personal Gadget,Samsung,1386292036,726.2583374977112
Chips,Home Supplies,Samsung,1358239485,263.26364278793335
Milk,Home Appliances,Samsung,1652726698,265.7310366630554
Yoghurt,Personal Gadget,Samsung,1667333167,219.6761965751648
Cheese,Office Supplies,Samsung,1191434595,296.4138388633728
Chicken Breast,Home Supplies,Samsung,1706477573,923.4961867332458
Frozen Pizza,Personal Gadget,Samsung,1179065789,360.3931665420532
Bagels,Office Supplies,Samsung,1933450579,437.63285875320435
Bread,Office Supplies,Samsung,1149039784,987.3678684234619
Cookies,Home Appliances,Samsung,1166397229,5.4291486740112305
Sparkling Water,Food,Samsung,1269699966,539.8440957069397
Energy Drink,Home Supplies,Samsung,1136701427,117.70832538604736
Soda,Personal Gadget,Samsung,1252710905,313.1455183029175
Root Beer,Office Supplies,Samsung,1483092044,132.28631019592285
Juice,Food,Samsung,1746059403,173.8138198852539
Toilet Paper,Personal Gadget,Samsung,1558566497,671.572208404541
Tooth Brush,Home Supplies,Samsung,1978408136,522.678017616272
Mouthwash,Office Supplies,Samsung,1935328262,731.6940426826477
Toothpaste,Home Supplies,Samsung,1204604577,691.2175416946411
Soap,Home Appliances,Samsung,1332782786,487.9665970802307
Shampoo,Personal Gadget,Samsung,1695908454,807.9631924629211
Shower Gel,Home Supplies,Samsung,1063818647,220.41010856628418
Dish Soap,Home Appliances,Samsung,1553630000,819.831907749176
Towels,Food,Samsung,1214843153,106.50432109832764
Cutlery,Office Supplies,Samsung,1072659942,413.85698318481445
Sanitizer,Home Supplies,Samsung,1130698106,36.61435842514038
Laundry Detergent,Home Appliances,Samsung,1203732624,578.2641172409058
Fabric Softener,Office Supplies,Samsung,1367625339,253.87585163116455
Dishwasher,Home Supplies,Samsung,1462737086,66.88565015792847
Refrigerator,Office Supplies,Samsung,1872488099,861.2220883369446
TV,Personal Gadget,Samsung,1405139276,14.264583587646484
Sound System,Home Supplies,Samsung,1526706481,883.242130279541
Microwave,Food,Samsung,1157391920,895.349383354187
Oven,Personal Gadget,Samsung,1406687300,132.37762451171875
Electric Kettle,Home Supplies,Samsung,1999502030,266.4381265640259
Coffee Maker,Food,Samsung,1722395426,73.41223955154419
Heater,Office Supplies,Samsung,1288735780,674.1229295730591
Humidifier,Office Supplies,Samsung,1731228261,876.2283325195312
Gaming Console,Personal Gadget,Samsung,1159434039,515.6703591346741
Pen,Home Appliances,Samsung,1330241937,16.47251844406128
Pencil,Office Supplies,Samsung,1124375271,794.9401140213013
Notepad,Office Supplies,Samsung,1116391139,952.2777795791626
Sticky Notes,Home Appliances,Samsung,1525972645,788.0898714065552
Calendar,Office Supplies,Samsung,1597758505,350.85737705230713
Planner,Personal Gadget,Samsung,1468364464,836.5819454193115
Highlighter,Office Supplies,Samsung,1830367018,43.05940866470337
Sharpener,Food,Samsung,1522320623,373.1485605239868
Notebook,Personal Gadget,Samsung,1952316728,781.4191579818726
Journal,Home Supplies,Samsung,1892625529,989.2724752426147
Diary,Office Supplies,Samsung,1062514990,105.56894540786743
Printer,Personal Gadget,Samsung,1521630414,828.4061551094055
Trashcan,Personal Gadget,Samsung,1333657048,268.8770890235901
Chair,Personal Gadget,Samsung,1563028090,873.7167119979858
Tape,Home Appliances,Samsung,1612458903,545.8383560180664
Eraser,Home Supplies,Samsung,1977260363,156.86655044555664
Iphone X,Food,Bose,1514177294,68.09496879577637
Ipad Pro,Personal Gadget,Bose,1495607274,487.6006245613098
Macbook Pro,Home Appliances,Bose,1898521026,78.23008298873901
XPS 13,Personal Gadget,Bose,1585845829,763.218879699707
Noise Cancelling Series 2,Home Supplies,Bose,1871141607,547.9560494422913
Inspiron,Office Supplies,Bose,1180939040,111.00363731384277
Macbook Air,Home Supplies,Bose,1105591339,87.47482299804688
Chips,Home Appliances,Bose,1046692572,222.09489345550537
Milk,Food,Bose,1357178217,35.17693281173706
Yoghurt,Food,Bose,1648480785,7.058262825012207
Cheese,Office Supplies,Bose,1840383185,324.171781539917
Chicken Breast,Office Supplies,Bose,1005413032,724.4624495506287
Frozen Pizza,Personal Gadget,Bose,1478911367,890.2196288108826
Bagels,Office Supplies,Bose,1207724147,665.3239727020264
Bread,Home Supplies,Bose,1491127021,933.4167242050171
Cookies,Office Supplies,Bose,1325391289,307.5319528579712
Sparkling Water,Personal Gadget,Bose,1938298407,645.5329656600952
Energy Drink,Food,Bose,1299296031,152.72492170333862
Soda,Office Supplies,Bose,1599106024,141.41571521759033
Root Beer,Home Supplies,Bose,1917575560,619.0610527992249
Juice,Food,Bose,1217220486,314.67437744140625
Toilet Paper,Personal Gadget,Bose,1116682623,860.534131526947
Tooth Brush,Office Supplies,Bose,1941038537,406.3909649848938
Mouthwash,Office Supplies,Bose,1977261752,18.699705600738525
Toothpaste,Personal Gadget,Bose,1793101530,915.433406829834
Soap,Office Supplies,Bose,1918041034,565.7704472541809
Shampoo,Food,Bose,1694164153,477.77867317199707
Shower Gel,Office Supplies,Bose,1625945382,277.0277261734009
Dish Soap,Home Appliances,Bose,1861806343,840.8980965614319
Towels,Food,Bose,1237601091,261.50500774383545
Cutlery,Personal Gadget,Bose,1009991557,601.6636490821838
Sanitizer,Food,Bose,1636983307,997.1912503242493
Laundry Detergent,Home Supplies,Bose,1413796243,959.4775438308716
Fabric Softener,Food,Bose,1527450198,652.9598832130432
Dishwasher,Food,Bose,1558018216,60.592710971832275
Refrigerator,Personal Gadget,Bose,1135721037,154.55615520477295
TV,Office Supplies,Bose,1260495928,228.21074724197388
Sound System,Food,Bose,1113031970,564.9119019508362
Microwave,Food,Bose,1117332796,342.352032661438
Oven,Home Supplies,Bose,1907904611,826.5516757965088
Electric Kettle,Food,Bose,1140052943,163.26695680618286
Coffee Maker,Office Supplies,Bose,1729479362,760.7988119125366
Heater,Home Supplies,Bose,1091863879,494.9911832809448
Humidifier,Office Supplies,Bose,1224611516,267.8859233856201
Gaming Console,Home Appliances,Bose,1345146962,727.3578643798828
Pen,Office Supplies,Bose,1320941591,835.0566625595093
Pencil,Personal Gadget,Bose,1904138912,644.3187594413757
Notepad,Food,Bose,1897597521,975.5736589431763
Sticky Notes,Office Supplies,Bose,1410233030,65.85663557052612
Calendar,Home Appliances,Bose,1231353411,907.6017737388611
Planner,Personal Gadget,Bose,1582769848,225.2940535545349
Highlighter,Personal Gadget,Bose,1615871874,283.7233543395996
Sharpener,Personal Gadget,Bose,1271579403,51.73695087432861
Notebook,Home Appliances,Bose,1392634090,823.0018019676208
Journal,Home Supplies,Bose,1500482872,210.17998456954956
Diary,Personal Gadget,Bose,1482476085,329.78880405426025
Printer,Food,Bose,1970687013,784.014880657196
Trashcan,Home Appliances,Bose,1625093038,436.7637038230896
Chair,Office Supplies,Bose,1142361518,504.0217638015747
Tape,Office Supplies,Bose,1069856853,941.9988393783569
Eraser,Personal Gadget,Bose,1410154287,25.199294090270996
Iphone X,Food,Kenmore,1704857409,357.3000431060791
Ipad Pro,Home Appliances,Kenmore,1988073783,721.9582796096802
Macbook Pro,Food,Kenmore,1242886460,111.93567514419556
XPS 13,Home Supplies,Kenmore,1890777801,60.32395362854004
Noise Cancelling Series 2,Food,Kenmore,1424426692,204.51658964157104
Inspiron,Personal Gadget,Kenmore,1077205969,763.0701065063477
Macbook Air,Personal Gadget,Kenmore,1460498995,236.74124479293823
Chips,Home Appliances,Kenmore,1159655380,613.4569644927979
Milk,Food,Kenmore,1474997873,44.598281383514404
Yoghurt,Food,Kenmore,1593426365,951.9123435020447
Cheese,Home Supplies,Kenmore,1260074519,242.1867847442627
Chicken Breast,Food,Kenmore,1481285227,267.1520709991455
Frozen Pizza,Office Supplies,Kenmore,1612994105,165.4520034790039
Bagels,Home Appliances,Kenmore,1851055175,31.576991081237793
Bread,Office Supplies,Kenmore,1153117080,30.852138996124268
